source,source_type,relation,target,target_type,since,until,when,description,evidence_link
Manning Foundation,organization,has partner,Enterprise,organization,,,,Enterprise is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canadian National Railway,organization,,,,Canadian National Railway is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Chemistry Industry Association of Canada,organization,,,,Chemistry Industry Association of Canada is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canadian Association of Petroleum Producers,organization,,,,Canadian Association of Petroleum Producers is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Beer Canada,organization,,,,Beer Canada is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Coca-Cola Canada,organization,,,,Coca-Cola Canada is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Manulife,organization,,,,Manulife is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Telus,organization,,,,Telus is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canadian Nuclear Association,organization,,,,Canadian Nuclear Association is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canadian Real Estate Association,organization,,,,Canadian Real Estate Association is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Bruce Power,organization,,,,Bruce Power is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Amazon,organization,,,,Amazon is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,TD Bank,organization,,,,TD Bank is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Mastercard,organization,,,,Mastercard is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Canadian Bankers Association,organization,,,,Canadian Bankers Association is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,AstraZeneca,organization,,,,AstraZeneca is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Air Canada,organization,,,,Air Canada is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Meta,organization,,,,Meta is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Insurance Bureau of Canada,organization,,,,Insurance Bureau of Canada is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,H&R Block,organization,,,,H&R Block is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Enbridge,organization,,,,Enbridge is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,CGL PCA Labatt,organization,,,,CGL PCA Labatt is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Modern Miracle Network,organization,,,,Modern Miracle Network is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Intuit,organization,,,,Intuit is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Manning Foundation,organization,has partner,Shaping Alberta's Future,organization,,,,Shaping Alberta's Future is listed as a partner of the Manning Foundation.,https://www.desmog.com/manning-foundation-for-democratic-education/
Sean Noble,person,is employed by,DC London,organization,,,,"Sean Noble founded and runs DC London, a consulting firm.",https://www.desmog.com/sean-noble/
Sean Noble,person,contributed to,DC London,organization,,,,"Sean Noble founded and runs DC London, a consulting firm.",https://www.desmog.com/sean-noble/
Sean Noble,person,is employed by,Noble Associates,organization,,,,"Sean Noble founded and runs Noble Associates, a consulting firm.",https://www.desmog.com/sean-noble/
Sean Noble,person,contributed to,Noble Associates,organization,,,,"Sean Noble founded and runs Noble Associates, a consulting firm.",https://www.desmog.com/sean-noble/
Sean Noble,person,is a member of,Compass Strategies,organization,2015,,,Sean Noble is a partner at Compass Strategies AZ since June 2015.,https://www.desmog.com/sean-noble/
Sean Noble,person,is director of,American Encore,organization,,,,Sean Noble is the founder and president of American Encore.,https://www.desmog.com/sean-noble/
Sean Noble,person,is president of,American Encore,organization,,,,Sean Noble is the founder and president of American Encore.,https://www.desmog.com/sean-noble/
American Encore,organization,same as,Center to Protect Patient Rights,organization,,,,American Encore was formerly known as the Center to Protect Patient Rights (CPPR).,https://www.desmog.com/sean-noble/
Center to Protect Patient Rights,organization,active since,,,2009,,,"The Center to Protect Patient Rights was established on April 16, 2009.",https://www.desmog.com/sean-noble/
Sean Noble,person,is director of,Center to Protect Patient Rights,organization,2009,,,"Sean Noble was the Executive Director of the Center to Protect Patient Rights, established April 16, 2009.",https://www.desmog.com/sean-noble/
Sean Noble,person,is employed by,John Shadegg,person,1995,2008,,Sean Noble was Chief of Staff to former Republican Congressman John Shadegg from 1995 to 2008.,https://www.desmog.com/sean-noble/
Sean Noble,person,contributed to,Tom Coburn,person,,,2004,"Noble served as a 'top advisor' to US Senator for Oklahoma, Tom Coburn, during his 2004 election campaign.",https://www.desmog.com/sean-noble/
Sean Noble,person,is a member of,Awareness Analytics Partners (A2P),organization,,2018,,"Elliott and Noble were listed as partners at technology firm Awareness Analytics Partners (A2P) as of January 10, 2018.",https://www.desmog.com/sean-noble/
Sean Noble,person,is employed by,Koch Industries,organization,,,,Sean Noble was a former consultant for Koch Industries.,https://www.desmog.com/sean-noble/
Sean Noble,person,is director of,Arizona Republican Party,organization,,,2006,Sean Noble was the Victory Chairman for the Arizona Republican Party in 2006.,https://www.desmog.com/sean-noble/
Sean Noble,person,is employed by,National Republican Congressional Committee,organization,1999,2000,,Sean Noble was a consultant for the National Republican Congressional Committee from 1999 to 2000.,https://www.desmog.com/sean-noble/
Sean Noble,person,is director of,American Commitment,organization,,,,Noble is a founder and board member of American Commitment.,https://www.desmog.com/sean-noble/
Sean Noble,person,contributed to,American Commitment,organization,,,,Noble is a founder and board member of American Commitment.,https://www.desmog.com/sean-noble/
Sean Noble,person,contributed to,60 Plus Association,organization,,,,Sean Noble founded the 60 Plus Association.,https://www.desmog.com/sean-noble/
Sean Noble,person,is employed by,Americans for Limited Government,organization,,,,Sean Noble was an unspecified consultant for Americans for Limited Government.,https://www.desmog.com/sean-noble/
