source,source_type,relation,target,target_type,since,until,when,description,evidence_link
Sanofi,organization,contributed to,Antwerp Declaration,organization,,,2024,"Sanofi signed the Antwerp Declaration in February 2024, which did not fully support the need for government regulation to respond to climate change in the EU and emphasized concerns around competitiveness.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,contributed to,Joint Letter (March 2023),organization,,,2023,"In March 2023, Sanofi signed a joint letter advocating for EU states to adopt a stringent EU zero-emissions 2035 CO2 target for cars and vans without an e-fuels loophole.",https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
Sanofi,organization,contributed to,Lobbying Report (June 2024),organization,,,2024,Sanofi disclosed its industry association memberships in its June 2024 Lobbying Report.,https://lobbymap.org/company/Sanofi-9117d5b849b012576ac290290b12cdd0/projectlink/Sanofi-In-Climate-Change
LobbyMap,organization,is derived from,InfluenceMap,organization,,,,"LobbyMap, the platform hosting the provided page, functions as a program or initiative originating from InfluenceMap, a UK-based non-profit Community Interest Company.",https://lobbymap.org/company/Tokyo-Electron-95616de7c37c452b88e6ce0e37dd4a5f/projectlink/Tokyo-Electron-in-Climate-Change-290ce9f62bae5c244e3f719ec625e996
InfluenceMap,organization,active since,2015,gYear,,,,"InfluenceMap has been active in its core function of providing research and reports to investors, media, and the corporate sector since 2015.",https://lobbymap.org/company/Tokyo-Electron-95616de7c37c452b88e6ce0e37dd4a5f/projectlink/Tokyo-Electron-in-Climate-Change-290ce9f62bae5c244e3f719ec625e996
Geely,organisation,has partner,Polestar,organisation,2024,,,Geely became a primary owner of Polestar in February 2024.,https://lobbymap.org/company/Geely-009005dc0b4ee58d5034bf80fe51e880/projectlink/Geely-in-Climate-Change-d9f2535305251c220f06781b31723318
Polestar,organisation,is derived from,Geely,organisation,2024,,,Polestar is a subsidiary of Geely since February 2024.,https://lobbymap.org/company/Geely-009005dc0b4ee58d5034bf80fe51e880/projectlink/Geely-in-Climate-Change-d9f2535305251c220f06781b31723318
Li Shufu,person,contributed to,Polestar,organisation,2024,,,"Li Shufu, founder of Geely, became a primary owner of Polestar in February 2024.",https://lobbymap.org/company/Geely-009005dc0b4ee58d5034bf80fe51e880/projectlink/Geely-in-Climate-Change-d9f2535305251c220f06781b31723318
Polestar,organisation,is associated with,Volvo Car,organisation,,2024,,Polestar's prior engagement was reflected in Volvo Car's InfluenceMap profile until Geely became its primary owner in February 2024.,https://lobbymap.org/company/Geely-009005dc0b4ee58d5034bf80fe51e880/projectlink/Geely-in-Climate-Change-d9f2535305251c220f06781b31723318
Geely,organisation,is a member of,China Association of Automobile Manufacturers,organisation,,,2025,Geely is a member of the China Association of Automobile Manufacturers as of January 2025.,https://lobbymap.org/company/Geely-009005dc0b4ee58d5034bf80fe51e880/projectlink/Geely-in-Climate-Change-d9f2535305251c220f06781b31723318
Geely,organisation,is a member of,China Federation of Industrial Economics,organisation,,,2025,Geely is a member of the China Federation of Industrial Economics as of January 2025.,https://lobbymap.org/company/Geely-009005dc0b4ee58d5034bf80fe51e880/projectlink/Geely-in-Climate-Change-d9f2535305251c220f06781b31723318
London Electric Vehicle Company,organisation,is derived from,Geely,organisation,,,,The London Electric Vehicle Company is a subsidiary of Geely.,https://lobbymap.org/company/Geely-009005dc0b4ee58d5034bf80fe51e880/projectlink/Geely-in-Climate-Change-d9f2535305251c220f06781b31723318
London Electric Vehicle Company,organisation,is a member of,Society of Motor Manufacturers and Traders,organisation,,,,The London Electric Vehicle Company is a member of the Society of Motor Manufacturers and Traders (SMMT).,https://lobbymap.org/company/Geely-009005dc0b4ee58d5034bf80fe51e880/projectlink/Geely-in-Climate-Change-d9f2535305251c220f06781b31723318
Polestar,organisation,is a member of,Electric Vehicle Council,organisation,,,,Polestar is a member of the Electric Vehicle Council.,https://lobbymap.org/company/Geely-009005dc0b4ee58d5034bf80fe51e880/projectlink/Geely-in-Climate-Change-d9f2535305251c220f06781b31723318
Geely,organisation,has partner,Aramco,organisation,,,2024,"Geely, along with Aramco, advocated for a longer-term role for ICE-powered light-duty vehicles in a June 2024 press release.",https://lobbymap.org/company/Geely-009005dc0b4ee58d5034bf80fe51e880/projectlink/Geely-in-Climate-Change-d9f2535305251c220f06781b31723318
Geely,organisation,has partner,Renault Group,organisation,,,2024,"Geely, along with Renault Group, advocated for a longer-term role for ICE-powered light-duty vehicles in a June 2024 press release.",https://lobbymap.org/company/Geely-009005dc0b4ee58d5034bf80fe51e880/projectlink/Geely-in-Climate-Change-d9f2535305251c220f06781b31723318
Superior Plus Corp,Organisation,has partner,Superior Propane Inc.,Organisation,2023,,,"Superior Propane Inc. is a subsidiary of Superior Plus Corp., as referenced in a July 2023 blog post and listed under 'Brands and Associated Companies'.",https://lobbymap.org/company/Superior-Plus-Corp-a57c388a946325682752e1fa8daa782f/projectlink/Superior-Plus-Corp-in-Climate-Change-28405e018bd1ccbd9efd87ac056e4ecd
Superior Plus Corp,Organisation,has partner,Certarus Ltd.,Organisation,,,,Certarus Ltd. is listed as an associated company of Superior Plus Corp.,https://lobbymap.org/company/Superior-Plus-Corp-a57c388a946325682752e1fa8daa782f/projectlink/Superior-Plus-Corp-in-Climate-Change-28405e018bd1ccbd9efd87ac056e4ecd
Superior Plus Corp,Organisation,is a member of,National Propane Gas Association (NPGA),Organisation,2024,,,"Superior Plus Corp disclosed its membership to the National Propane Gas Association (NPGA) in its 2024 Sustainability Report, published in July 2025.",https://lobbymap.org/company/Superior-Plus-Corp-a57c388a946325682752e1fa8daa782f/projectlink/Superior-Plus-Corp-in-Climate-Change-28405e018bd1ccbd9efd87ac056e4ecd
OMV,Organization,is associated with,Borealis,Organization,,,,"Borealis is listed as a brand and associated company of OMV, and OMV demonstrates engagement through its subsidiary Borealis.",https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
Borealis,Organization,is derived from,OMV,Organization,,,,Borealis is a subsidiary of OMV.,https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV Petrom,Organization,is derived from,OMV,Organization,,,,OMV Petrom is a subsidiary of OMV.,https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV,Organization,is associated with,OMV Petrom,Organization,,,,OMV Petrom is a subsidiary of OMV.,https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
Alfred Stern,Person,is employed by,OMV,Organization,,,,Alfred Stern is identified as the CEO of OMV.,https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
Alfred Stern,Person,is president of,OMV,Organization,,,,"Alfred Stern is identified as the CEO of OMV, a role often synonymous with president.",https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV,Organization,is a member of,FuelsEurope,Organization,,,,OMV is explicitly stated as a member of FuelsEurope.,https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV,Organization,is a member of,BusinessEurope,Organization,,,,OMV is explicitly stated as a member of BusinessEurope.,https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV,Organization,is a member of,International Association of Oil and Gas Producers (IOGP),Organization,,,,OMV is explicitly stated as a member of the International Association of Oil and Gas Producers (IOGP).,https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV,Organization,is a member of,Australian Energy Producers (Formerly APPEA),Organization,,,,"OMV is a member of Australian Energy Producers (AEP) via its subsidiaries, a membership it excludes from its partial disclosure.",https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV,Organization,is a member of,Gas Infrastructure Europe (GIE),Organization,,,,"OMV is a member of Gas Infrastructure Europe (GIE) via its subsidiaries, a membership it excludes from its partial disclosure.",https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV,Organization,is a member of,International Air Transport Association (IATA),Organization,,,,"OMV is a member of International Air Transport Association (IATA) via its subsidiaries, a membership it excludes from its partial disclosure.",https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV,Organization,is a member of,European Chemical Industry Council (Cefic),Organization,,,,"OMV is listed as having a relationship with European Chemical Industry Council (Cefic) in the relationship grid, implying membership.",https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV,Organization,is a member of,PlasticsEurope,Organization,,,,"OMV is listed as having a relationship with PlasticsEurope in the relationship grid, and its subsidiary Borealis consistently joins business coalition open letters.",https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV,Organization,is a member of,International Petroleum Industry Environmental Conservation Association (Ipieca),Organization,,,,"OMV is listed as having a relationship with International Petroleum Industry Environmental Conservation Association (Ipieca) in the relationship grid, implying membership.",https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV,Organization,is a member of,Hydrogen Europe,Organization,,,,"OMV is listed as having a relationship with Hydrogen Europe in the relationship grid, implying membership.",https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV,Organization,is a member of,German Chemical Industry Association (VCI),Organization,,,,"OMV is listed as having a relationship with German Chemical Industry Association (VCI) in the relationship grid, implying membership.",https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
OMV,Organization,is a member of,WindEurope,Organization,,,,"OMV is listed as having a relationship with WindEurope in the relationship grid, implying membership.",https://influencemap.org/company/OMV-9575d9222925fe611b993356d67f507c/projectlink/OMV-in-Climate-Change-643d34af4a211661ec6a92c3be9da062
Holger Krahmer,person,is employed by,European Business Aviation Association,organisation,,,2024,"Holger Krahmer is the Secretary General of the European Business Aviation Association, as evidenced by his statements in various reports and articles in 2024.",https://influencemap.org/influencer/European-Business-Aviation-Association-7cc23ce7042998b0a8bde5cd58334e71/projectlink/European-Business-Aviation-Association-in-Climate-Change-46c35316ed5266a86432bcbeeef7c5cb
European Business Aviation Association,organisation,contributed to,Irish Aviation Authority,organisation,,,2024,The European Business Aviation Association sent a letter to the Irish Aviation Authority in April 2024.,https://influencemap.org/influencer/European-Business-Aviation-Association-7cc23ce7042998b0a8bde5cd58334e71/projectlink/European-Business-Aviation-Association-in-Climate-Change-46c35316ed5266a86432bcbeeef7c5cb
European Business Aviation Association,organisation,active since,2022,gYear,,,,The European Business Aviation Association was active in climate policy engagement since at least 2022.,https://influencemap.org/influencer/European-Business-Aviation-Association-7cc23ce7042998b0a8bde5cd58334e71/projectlink/European-Business-Aviation-Association-in-Climate-Change-46c35316ed5266a86432bcbeeef7c5cb
European Business Aviation Association,organisation,active until,2024,gYear,,,,The European Business Aviation Association was active in climate policy engagement until at least 2024.,https://influencemap.org/influencer/European-Business-Aviation-Association-7cc23ce7042998b0a8bde5cd58334e71/projectlink/European-Business-Aviation-Association-in-Climate-Change-46c35316ed5266a86432bcbeeef7c5cb
